"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f444",0.710459153573922,10.9153634737533,19.0546829161964,3.94805858164623e-12,1.90661601804043e-09,18.1909395892514
"f5693",-0.774019252213922,11.9075716604056,-19.0059230867419,4.10083956244862e-12,1.90661601804043e-09,18.1538790551483
"f5819",0.460575538016789,10.5619120427581,18.9471758857277,4.29330116651889e-12,1.90661601804043e-09,18.1090917026716
"f7044",0.684449630962462,9.62471186442763,18.8226356301828,4.73376311421297e-12,2.01082024460264e-09,18.0136513111705
"f3679",0.892099924362485,10.2836392307756,18.6648630930536,5.36182480455144e-12,2.18270951418615e-09,17.8917698054483
"f9761",0.927711326507501,7.91529474047833,18.5937489385118,5.67333067265378e-12,2.2171376268731e-09,17.8364735283097
"f4369",0.910360748967824,8.94863543717732,18.4070037016857,6.58650113846491e-12,2.4189738990031e-09,17.6901889516201
"f8671",-0.602404972140395,10.9508950171131,-18.388527562763,6.68498416305872e-12,2.4189738990031e-09,17.6756303964082
"f5629",1.16593277396065,11.4899204891705,18.339225044357,6.95551463581075e-12,2.42697778542397e-09,17.6367058012528
"f757",0.84821255355893,8.31089455050163,18.2573434898195,7.4308260817548e-12,2.50341968340498e-09,17.5718147384571
"f4228",0.796170527766662,9.00546855240425,18.1973703078013,7.800793922731e-12,2.5404585541694e-09,17.5240907661208
"f2266",0.666645277487099,10.1547669571895,18.1383674945248,8.18391985807039e-12,2.57925474236606e-09,17.4769768640806
"f5240",0.578972852125881,9.92894558535283,18.0564656991401,8.7491972885988e-12,2.63492587754772e-09,17.4113099557084
"f8331",-0.726059658594089,12.0444235279462,-18.0058006797711,9.11952851396185e-12,2.63492587754772e-09,17.3705310059384
"f9286",0.703908254108086,11.0617578105914,17.99911189198,9.16964993210055e-12,2.63492587754772e-09,17.3651383734765
"f6804",-0.515997119634639,10.3686739604355,-17.9228057833196,9.76260163875115e-12,2.65877507414953e-09,17.3034696753011
"f7146",0.719877280968913,7.68696719896908,17.9068592145103,9.89158573805237e-12,2.65877507414953e-09,17.2905472905159
"f9452",0.726681879512648,7.86570196024527,17.8852754733464,1.00690560638212e-11,2.65877507414953e-09,17.2730375849751
"f1961",0.585312454568937,9.59574841530179,17.6226327327049,1.25213851669528e-11,3.21931402845075e-09,17.058183423955
"f8550",-0.863089668561852,11.4914964694996,-17.5109410901342,1.37498943745114e-11,3.37159169617963e-09,16.9658015894591
"f9404",-1.27636322381155,9.65278857210803,-17.506280971723,1.38038554603056e-11,3.37159169617963e-09,16.9619338475203
"f8033",0.709159201462105,9.33126040401883,17.429012701225,1.47321167351084e-11,3.51055562200023e-09,16.8976477045127
"f8266",0.565895670619636,10.8360566901698,17.3140965246357,1.62372663045051e-11,3.77709742369083e-09,16.801491203181
"f2545",0.660961342029415,10.5344388447191,17.1117709844294,1.9298266428986e-11,4.38474565142311e-09,16.6305828332489
"f9738",1.05783358175988,9.30396397168852,16.8718752419074,2.37410326166159e-11,5.27158837873495e-09,16.4252273278331
"f6773",-0.535763752842783,10.6734678852849,-16.7433986921404,2.65561909872115e-11,5.76564413211237e-09,16.314017585555
"f4372",0.665215371918812,10.9658874290484,16.7130916138665,2.72706216920266e-11,5.79204291154564e-09,16.2876568894597
"f8357",0.708993559142163,7.78887683161611,16.6616539933297,2.85302695830466e-11,5.92399290142193e-09,16.2428056046284
"f2548",-0.507449626078659,11.8072564930271,-16.6178864154045,2.96507360961311e-11,5.92399290142193e-09,16.2045312891897
"f8399",0.719968895347085,7.80692089848081,16.5755149867674,3.07800463905012e-11,5.92399290142193e-09,16.167380271863
"f8742",0.69325474434291,8.9315513223344,16.5486730855618,3.15190095847054e-11,5.92399290142193e-09,16.1437955818192
"f8894",0.709899682525307,10.4342811505784,16.5217925483916,3.22779367483894e-11,5.92399290142193e-09,16.1201380603538
"f8023",1.084319018956,10.4283783367993,16.5028790684208,3.28235390139536e-11,5.92399290142193e-09,16.1034689584199
"f7515",0.692671743372776,9.37789541167247,16.4903291046669,3.31909682321981e-11,5.92399290142193e-09,16.0923975657008
"f3454",-0.885789248105162,7.91087935516368,-16.4893866519752,3.32187363928207e-11,5.92399290142193e-09,16.0915658036588
"f6825",0.458243880718291,10.0957943070809,16.453812691642,3.42851198155277e-11,5.92399290142193e-09,16.0601347716785
"f9551",0.889812650829676,7.38772882392369,16.4508060322856,3.43768994978977e-11,5.92399290142193e-09,16.0574751178101
"f5269",0.614240247315125,9.71723344691125,16.4447785312173,3.4561678135215e-11,5.92399290142193e-09,16.0521417842757
"f9434",0.573831027272025,9.64343809086399,16.3656737855121,3.70868731018476e-11,6.23985122936649e-09,15.9819636851163
"f1874",0.97486111218967,10.738433739798,16.3478689452055,3.76818037392654e-11,6.23985122936649e-09,15.9661208534087
"f7369",0.643777042371054,7.97175121141243,16.2711607021439,4.03632062309638e-11,6.56620970877989e-09,15.8976660783534
"f536",0.433297904924228,11.3290549379345,16.2538249402741,4.0996805755944e-11,6.56620970877989e-09,15.8821505619168
"f3759",1.17551299280658,11.3949360876931,16.1699976661423,4.42130698573095e-11,6.96712407267602e-09,15.8068896504551
