"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f1862",0.0672850067319537,11.1314609917991,1.59337022500251,0.131376759615416,0.281357067392068,-5.7899382600933
"f2614",-0.079789872037086,6.6317339525166,-1.59220767181706,0.13163811672122,0.281855007750673,-5.79161630708104
"f920",-0.380226832499302,8.337516812126,-1.59203631472335,0.131676677457927,0.281875797275186,-5.79186357248088
"f9312",0.0795793649323535,7.4317307833033,1.59180399852305,0.131728971275749,0.281912356683699,-5.79219877045745
"f4552",-0.0521407152375559,9.57655655867599,-1.591704090481,0.131751465774593,0.281912356683699,-5.79234291225495
"f6683",-0.102160523399199,8.46747324325559,-1.59095279688882,0.131920725883547,0.282212719921666,-5.79342662981496
"f1585",-0.053950429815103,9.52146085744233,-1.59064926082964,0.131989162502075,0.282256841415553,-5.79386436730278
"f9783",0.101470982309071,7.04064766829872,1.59060505951644,0.131999130852371,0.282256841415553,-5.79392810621711
"f10573",0.0842008152775096,6.99494013391717,1.58935514169855,0.132281279795672,0.282774022387639,-5.79572998055449
"f6000",-0.144160945401995,7.56820275886385,-1.58927724872987,0.132298879870409,0.282774022387639,-5.7958422370505
"f9461",-0.0476179446227594,11.0023440129816,-1.58879603555913,0.132407655172379,0.282944617461537,-5.79653565653029
"f10620",-0.175461335713121,5.49792684099317,-1.58839010203096,0.13249947316059,0.283078909420284,-5.79712048248905
"f5232",-0.131466866670324,6.37224934397007,-1.58795767269125,0.132597343841437,0.283226071126113,-5.79774336307096
"f5699",-0.113736744715681,7.48134985867575,-1.58685905499759,0.132846268074609,0.283695746248947,-5.79932528933092
"f894",-0.0486643428630131,10.0742650635369,-1.58595976773455,0.133050323988282,0.284069419878828,-5.80061961088566
"f4749",-0.0716728516013667,8.08797252465322,-1.58542516178813,0.133171756955422,0.284266564442751,-5.80138880649955
"f1286",-0.0471395867082105,13.0173098253665,-1.58529432986352,0.133201489104448,0.284267922357025,-5.80157702027204
"f458",-0.107495202666231,8.65065739149706,-1.5848677571123,0.133298468922073,0.284412762910821,-5.80219060709419
"f5705",0.184487848567307,5.08689809256499,1.58460380852291,0.133358506781172,0.284478736081233,-5.80257021426376
"f2610",-0.183548890800228,10.1296336688638,-1.5839660314818,0.133503670755045,0.284726230796068,-5.80348726907964
"f462",0.0467029374121086,9.96488519772468,1.58365702944645,0.133574050799686,0.28481415895088,-5.80393148552947
"f1639",0.0771596597135353,8.56656001703857,1.58270767928956,0.133790477546561,0.285152214431034,-5.80529586722215
"f2886",0.100303791318656,6.65145173957823,1.58267178938619,0.133798665341697,0.285152214431034,-5.80534743575005
"f6120",0.0555121309842246,9.69060062295105,1.58257760677018,0.133820153855301,0.285152214431034,-5.80548275836527
"f1232",-0.150244009149486,6.96567524635195,-1.58196890508733,0.133959104763064,0.285386056156811,-5.80635720817006
"f7790",-0.0785181118515084,9.57304434945444,-1.58123883685039,0.134125922281706,0.285624139465082,-5.80740569231677
"f1986",-0.0937505190985091,5.78715303770413,-1.58122393219417,0.13412932977132,0.285624139465082,-5.8074270939494
"f5193",-0.0672474802838519,9.68793874818197,-1.58057785858109,0.134277105299498,0.285876513134908,-5.80835465334291
"f11037",0.0818507384036566,7.00191255653855,1.58029129937888,0.134342693874875,0.285953838596411,-5.80876597542732
